symbol,isin,sector_name,sector_index_id,valid_from,valid_to,mapping_source,mapping_status,confidence,notes
AXISBANK,INE238A01034,Financial Services,NIFTY_FINANCIAL_SERVICES,,,https://www.niftyindices.com/IndexConstituent/ind_nifty500list.csv,CURRENT_ONLY,CURRENT_OFFICIAL_SNAPSHOT_ONLY,Current official Nifty 500 industry metadata retained for diagnostics only; not projected backward for historical sector-relative features.
BEML,INE258A01024,Capital Goods,NIFTY_CAPITAL_GOODS,,,https://www.niftyindices.com/IndexConstituent/ind_nifty500list.csv,CURRENT_ONLY,CURRENT_OFFICIAL_SNAPSHOT_ONLY,Current official Nifty 500 industry metadata retained for diagnostics only; not projected backward for historical sector-relative features.
BLS,INE153T01027,Consumer Services,NIFTY_CONSUMER_SERVICES,,,https://www.niftyindices.com/IndexConstituent/ind_nifty500list.csv,CURRENT_ONLY,CURRENT_OFFICIAL_SNAPSHOT_ONLY,Current official Nifty 500 industry metadata retained for diagnostics only; not projected backward for historical sector-relative features.
BSE,INE118H01025,Financial Services,NIFTY_FINANCIAL_SERVICES,,,https://www.niftyindices.com/IndexConstituent/ind_nifty500list.csv,CURRENT_ONLY,CURRENT_OFFICIAL_SNAPSHOT_ONLY,Current official Nifty 500 industry metadata retained for diagnostics only; not projected backward for historical sector-relative features.
BAJAJ-AUTO,INE917I01010,Automobile and Auto Components,NIFTY_AUTO,,,https://www.niftyindices.com/IndexConstituent/ind_nifty500list.csv,CURRENT_ONLY,CURRENT_OFFICIAL_SNAPSHOT_ONLY,Current official Nifty 500 industry metadata retained for diagnostics only; not projected backward for historical sector-relative features.
BAJFINANCE,INE296A01032,Financial Services,NIFTY_FINANCIAL_SERVICES,,,https://www.niftyindices.com/IndexConstituent/ind_nifty500list.csv,CURRENT_ONLY,CURRENT_OFFICIAL_SNAPSHOT_ONLY,Current official Nifty 500 industry metadata retained for diagnostics only; not projected backward for historical sector-relative features.
BAJAJFINSV,INE918I01026,Financial Services,NIFTY_FINANCIAL_SERVICES,,,https://www.niftyindices.com/IndexConstituent/ind_nifty500list.csv,CURRENT_ONLY,CURRENT_OFFICIAL_SNAPSHOT_ONLY,Current official Nifty 500 industry metadata retained for diagnostics only; not projected backward for historical sector-relative features.
BAJAJHLDNG,INE118A01012,Financial Services,NIFTY_FINANCIAL_SERVICES,,,https://www.niftyindices.com/IndexConstituent/ind_nifty500list.csv,CURRENT_ONLY,CURRENT_OFFICIAL_SNAPSHOT_ONLY,Current official Nifty 500 industry metadata retained for diagnostics only; not projected backward for historical sector-relative features.
BAJAJHFL,INE377Y01014,Financial Services,NIFTY_FINANCIAL_SERVICES,,,https://www.niftyindices.com/IndexConstituent/ind_nifty500list.csv,CURRENT_ONLY,CURRENT_OFFICIAL_SNAPSHOT_ONLY,Current official Nifty 500 industry metadata retained for diagnostics only; not projected backward for historical sector-relative features.
BALKRISIND,INE787D01026,Automobile and Auto Components,NIFTY_AUTO,,,https://www.niftyindices.com/IndexConstituent/ind_nifty500list.csv,CURRENT_ONLY,CURRENT_OFFICIAL_SNAPSHOT_ONLY,Current official Nifty 500 industry metadata retained for diagnostics only; not projected backward for historical sector-relative features.
BALRAMCHIN,INE119A01028,Fast Moving Consumer Goods,NIFTY_FMCG,,,https://www.niftyindices.com/IndexConstituent/ind_nifty500list.csv,CURRENT_ONLY,CURRENT_OFFICIAL_SNAPSHOT_ONLY,Current official Nifty 500 industry metadata retained for diagnostics only; not projected backward for historical sector-relative features.
BANDHANBNK,INE545U01014,Financial Services,NIFTY_FINANCIAL_SERVICES,,,https://www.niftyindices.com/IndexConstituent/ind_nifty500list.csv,CURRENT_ONLY,CURRENT_OFFICIAL_SNAPSHOT_ONLY,Current official Nifty 500 industry metadata retained for diagnostics only; not projected backward for historical sector-relative features.
BANKBARODA,INE028A01039,Financial Services,NIFTY_FINANCIAL_SERVICES,,,https://www.niftyindices.com/IndexConstituent/ind_nifty500list.csv,CURRENT_ONLY,CURRENT_OFFICIAL_SNAPSHOT_ONLY,Current official Nifty 500 industry metadata retained for diagnostics only; not projected backward for historical sector-relative features.
BANKINDIA,INE084A01016,Financial Services,NIFTY_FINANCIAL_SERVICES,,,https://www.niftyindices.com/IndexConstituent/ind_nifty500list.csv,CURRENT_ONLY,CURRENT_OFFICIAL_SNAPSHOT_ONLY,Current official Nifty 500 industry metadata retained for diagnostics only; not projected backward for historical sector-relative features.
MAHABANK,INE457A01014,Financial Services,NIFTY_FINANCIAL_SERVICES,,,https://www.niftyindices.com/IndexConstituent/ind_nifty500list.csv,CURRENT_ONLY,CURRENT_OFFICIAL_SNAPSHOT_ONLY,Current official Nifty 500 industry metadata retained for diagnostics only; not projected backward for historical sector-relative features.
BATAINDIA,INE176A01028,Consumer Durables,NIFTY_CONSUMER_DURABLES,,,https://www.niftyindices.com/IndexConstituent/ind_nifty500list.csv,CURRENT_ONLY,CURRENT_OFFICIAL_SNAPSHOT_ONLY,Current official Nifty 500 industry metadata retained for diagnostics only; not projected backward for historical sector-relative features.
BAYERCROP,INE462A01022,Chemicals,NIFTY_CHEMICALS,,,https://www.niftyindices.com/IndexConstituent/ind_nifty500list.csv,CURRENT_ONLY,CURRENT_OFFICIAL_SNAPSHOT_ONLY,Current official Nifty 500 industry metadata retained for diagnostics only; not projected backward for historical sector-relative features.
BELRISE,INE894V01022,Automobile and Auto Components,NIFTY_AUTO,,,https://www.niftyindices.com/IndexConstituent/ind_nifty500list.csv,CURRENT_ONLY,CURRENT_OFFICIAL_SNAPSHOT_ONLY,Current official Nifty 500 industry metadata retained for diagnostics only; not projected backward for historical sector-relative features.
BERGEPAINT,INE463A01038,Consumer Durables,NIFTY_CONSUMER_DURABLES,,,https://www.niftyindices.com/IndexConstituent/ind_nifty500list.csv,CURRENT_ONLY,CURRENT_OFFICIAL_SNAPSHOT_ONLY,Current official Nifty 500 industry metadata retained for diagnostics only; not projected backward for historical sector-relative features.
BDL,INE171Z01026,Capital Goods,NIFTY_CAPITAL_GOODS,,,https://www.niftyindices.com/IndexConstituent/ind_nifty500list.csv,CURRENT_ONLY,CURRENT_OFFICIAL_SNAPSHOT_ONLY,Current official Nifty 500 industry metadata retained for diagnostics only; not projected backward for historical sector-relative features.
BEL,INE263A01024,Capital Goods,NIFTY_CAPITAL_GOODS,,,https://www.niftyindices.com/IndexConstituent/ind_nifty500list.csv,CURRENT_ONLY,CURRENT_OFFICIAL_SNAPSHOT_ONLY,Current official Nifty 500 industry metadata retained for diagnostics only; not projected backward for historical sector-relative features.
BHARATFORG,INE465A01025,Automobile and Auto Components,NIFTY_AUTO,,,https://www.niftyindices.com/IndexConstituent/ind_nifty500list.csv,CURRENT_ONLY,CURRENT_OFFICIAL_SNAPSHOT_ONLY,Current official Nifty 500 industry metadata retained for diagnostics only; not projected backward for historical sector-relative features.
BHEL,INE257A01026,Capital Goods,NIFTY_CAPITAL_GOODS,,,https://www.niftyindices.com/IndexConstituent/ind_nifty500list.csv,CURRENT_ONLY,CURRENT_OFFICIAL_SNAPSHOT_ONLY,Current official Nifty 500 industry metadata retained for diagnostics only; not projected backward for historical sector-relative features.
BPCL,INE029A01011,Oil Gas & Consumable Fuels,NIFTY_OIL_AND_GAS,,,https://www.niftyindices.com/IndexConstituent/ind_nifty500list.csv,CURRENT_ONLY,CURRENT_OFFICIAL_SNAPSHOT_ONLY,Current official Nifty 500 industry metadata retained for diagnostics only; not projected backward for historical sector-relative features.
BHARTIARTL,INE397D01024,Telecommunication,NIFTY_TELECOMMUNICATIONS,,,https://www.niftyindices.com/IndexConstituent/ind_nifty500list.csv,CURRENT_ONLY,CURRENT_OFFICIAL_SNAPSHOT_ONLY,Current official Nifty 500 industry metadata retained for diagnostics only; not projected backward for historical sector-relative features.
BHARTIHEXA,INE343G01021,Telecommunication,NIFTY_TELECOMMUNICATIONS,,,https://www.niftyindices.com/IndexConstituent/ind_nifty500list.csv,CURRENT_ONLY,CURRENT_OFFICIAL_SNAPSHOT_ONLY,Current official Nifty 500 industry metadata retained for diagnostics only; not projected backward for historical sector-relative features.
BIKAJI,INE00E101023,Fast Moving Consumer Goods,NIFTY_FMCG,,,https://www.niftyindices.com/IndexConstituent/ind_nifty500list.csv,CURRENT_ONLY,CURRENT_OFFICIAL_SNAPSHOT_ONLY,Current official Nifty 500 industry metadata retained for diagnostics only; not projected backward for historical sector-relative features.
GROWW,INE0HOQ01053,Financial Services,NIFTY_FINANCIAL_SERVICES,,,https://www.niftyindices.com/IndexConstituent/ind_nifty500list.csv,CURRENT_ONLY,CURRENT_OFFICIAL_SNAPSHOT_ONLY,Current official Nifty 500 industry metadata retained for diagnostics only; not projected backward for historical sector-relative features.
BIOCON,INE376G01013,Healthcare,NIFTY_HEALTHCARE_INDEX,,,https://www.niftyindices.com/IndexConstituent/ind_nifty500list.csv,CURRENT_ONLY,CURRENT_OFFICIAL_SNAPSHOT_ONLY,Current official Nifty 500 industry metadata retained for diagnostics only; not projected backward for historical sector-relative features.
BSOFT,INE836A01035,Information Technology,NIFTY_IT,,,https://www.niftyindices.com/IndexConstituent/ind_nifty500list.csv,CURRENT_ONLY,CURRENT_OFFICIAL_SNAPSHOT_ONLY,Current official Nifty 500 industry metadata retained for diagnostics only; not projected backward for historical sector-relative features.
BLUEDART,INE233B01017,Services,,,,https://www.niftyindices.com/IndexConstituent/ind_nifty500list.csv,UNAVAILABLE,NONE,No supported official sector index mapping was assigned from current metadata.
BLUEJET,INE0KBH01020,Healthcare,NIFTY_HEALTHCARE_INDEX,,,https://www.niftyindices.com/IndexConstituent/ind_nifty500list.csv,CURRENT_ONLY,CURRENT_OFFICIAL_SNAPSHOT_ONLY,Current official Nifty 500 industry metadata retained for diagnostics only; not projected backward for historical sector-relative features.
BLUESTARCO,INE472A01039,Consumer Durables,NIFTY_CONSUMER_DURABLES,,,https://www.niftyindices.com/IndexConstituent/ind_nifty500list.csv,CURRENT_ONLY,CURRENT_OFFICIAL_SNAPSHOT_ONLY,Current official Nifty 500 industry metadata retained for diagnostics only; not projected backward for historical sector-relative features.
BBTC,INE050A01025,Fast Moving Consumer Goods,NIFTY_FMCG,,,https://www.niftyindices.com/IndexConstituent/ind_nifty500list.csv,CURRENT_ONLY,CURRENT_OFFICIAL_SNAPSHOT_ONLY,Current official Nifty 500 industry metadata retained for diagnostics only; not projected backward for historical sector-relative features.
BOSCHLTD,INE323A01026,Automobile and Auto Components,NIFTY_AUTO,,,https://www.niftyindices.com/IndexConstituent/ind_nifty500list.csv,CURRENT_ONLY,CURRENT_OFFICIAL_SNAPSHOT_ONLY,Current official Nifty 500 industry metadata retained for diagnostics only; not projected backward for historical sector-relative features.
FIRSTCRY,INE02RE01045,Consumer Services,NIFTY_CONSUMER_SERVICES,,,https://www.niftyindices.com/IndexConstituent/ind_nifty500list.csv,CURRENT_ONLY,CURRENT_OFFICIAL_SNAPSHOT_ONLY,Current official Nifty 500 industry metadata retained for diagnostics only; not projected backward for historical sector-relative features.
BRIGADE,INE791I01019,Realty,NIFTY_REALTY,,,https://www.niftyindices.com/IndexConstituent/ind_nifty500list.csv,CURRENT_ONLY,CURRENT_OFFICIAL_SNAPSHOT_ONLY,Current official Nifty 500 industry metadata retained for diagnostics only; not projected backward for historical sector-relative features.
