filename,source_url,published_date,document_type,title,contains_nifty500_changes,can_parse_automatically,parse_status,parsed_event_count,notes
ind_prs23082022.pdf,https://www.niftyindices.com/Press_Release/ind_prs23082022.pdf,2022-08-23,PDF,"Replacements in indices w.e.f. August 30, 2022",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs01092022.pdf,https://www.niftyindices.com/Press_Release/ind_prs01092022.pdf,2022-09-01,PDF,"Replacements in indices w.e.f. September 30, 2022",True,True,PARSED,36,Parsed 36 Nifty 500 event rows.
ind_prs16092022.pdf,https://www.niftyindices.com/Press_Release/ind_prs16092022.pdf,2022-09-16,PDF,"Replacements in indices w.e.f. September 30, 2022",True,True,PARSED,2,Parsed 2 Nifty 500 event rows.
ind_prs20102022.pdf,https://www.niftyindices.com/Press_Release/ind_prs20102022.pdf,2022-10-20,PDF,"Replacements in indices w.e.f. October 25, 2022",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs20102022_1.pdf,https://www.niftyindices.com/Press_Release/ind_prs20102022_1.pdf,2022-10-20,PDF,"Replacement in indices w.e.f. October 31, 2022",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs06122022.pdf,https://www.niftyindices.com/Press_Release/ind_prs06122022.pdf,2022-12-06,PDF,"Replacements in indices w.e.f. December 30, 2022",True,True,PARSED,6,Parsed 6 Nifty 500 event rows.
ind_prs22122022.pdf,https://www.niftyindices.com/Press_Release/ind_prs22122022.pdf,2022-12-22,PDF,"Replacements in indices w.e.f December 30, 2022",True,True,PARSED,2,Parsed 2 Nifty 500 event rows.
ind_prs09022023_1.pdf,https://www.niftyindices.com/Press_Release/ind_prs09022023_1.pdf,2023-02-09,PDF,"Replacements in indices w.e.f. February 17, 2023",True,True,PARSED,2,Parsed 2 Nifty 500 event rows.
ind_prs17022023_1.pdf,https://www.niftyindices.com/Press_Release/ind_prs17022023_1.pdf,2023-02-17,PDF,"Replacements in indices w.e.f March 31, 2023",True,True,PARSED,40,Parsed 40 Nifty 500 event rows.
ind_prs21022023.pdf,https://www.niftyindices.com/Press_Release/ind_prs21022023.pdf,2023-02-21,PDF,"Replacements in indices w.e.f. February 28, 2023",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs06032023.pdf,https://www.niftyindices.com/Press_Release/ind_prs06032023.pdf,2023-03-06,PDF,"Replacements in indices w.e.f. March 31, 2023",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs19042023_1.pdf,https://www.niftyindices.com/Press_Release/ind_prs19042023_1.pdf,2023-04-19,PDF,"Replacements in indices w.e.f. April 28, 2023",True,True,PARSED,4,Parsed 4 Nifty 500 event rows.
ind_prs09062023.pdf,https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf,2023-06-09,PDF,"Replacements in indices w.e.f. June 30, 2023",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs27062023.pdf,https://www.niftyindices.com/Press_Release/ind_prs27062023.pdf,2023-06-27,PDF,Replacements in indices,False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs04072023.pdf,https://www.niftyindices.com/Press_Release/ind_prs04072023.pdf,2023-07-04,PDF,"Replacement in indices w.e.f. July 13, 2023",True,True,PARSED,2,Parsed 2 Nifty 500 event rows.
ind_prs17072023.pdf,https://www.niftyindices.com/Press_Release/ind_prs17072023.pdf,2023-07-17,PDF,Corporate Adjustment for Reliance Industries Ltd. in Nifty indices,False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs24072023.pdf,https://www.niftyindices.com/Press_Release/ind_prs24072023.pdf,2023-07-24,PDF,"Replacements in indices w.e.f. July 31, 2023",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs17082023.pdf,https://www.niftyindices.com/Press_Release/ind_prs17082023.pdf,2023-08-17,PDF,Replacements in indices and revision in criteria,True,True,PARSED,36,Parsed 36 Nifty 500 event rows.
ind_prs23082023.pdf,https://www.niftyindices.com/Press_Release/ind_prs23082023.pdf,2023-08-23,PDF,"Replacements in indices w.e.f. August 31, 2023",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs05092023.pdf,https://www.niftyindices.com/Press_Release/ind_prs05092023.pdf,2023-09-05,PDF,"Exclusion of Jio Financial Services Limited from Nifty indices w.e.f. September 7, 2023",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs15092023.pdf,https://www.niftyindices.com/Press_Release/ind_prs15092023.pdf,2023-09-15,PDF,"Replacements in indices w.e.f. September 29, 2023",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs17102023.pdf,https://www.niftyindices.com/Press_Release/ind_prs17102023.pdf,2023-10-17,PDF,"Replacements in indices w.e.f. October 26, 2023",True,True,PARSED,2,Parsed 2 Nifty 500 event rows.
ind_prs07122023.pdf,https://www.niftyindices.com/Press_Release/ind_prs07122023.pdf,2023-12-07,PDF,"Replacements in indices w.e.f. December 29, 2023",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs10012024.pdf,https://www.niftyindices.com/Press_Release/ind_prs10012024.pdf,2024-01-10,PDF,"Replacement in indices w.e.f. January 19, 2024",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs19012024.pdf,https://www.niftyindices.com/Press_Release/ind_prs19012024.pdf,2024-01-19,PDF,"Replacement in indices w.e.f. January 31, 2024",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs30012024.pdf,https://www.niftyindices.com/Press_Release/ind_prs30012024.pdf,2024-01-30,PDF,"Replacement in indices w.e.f. February 06, 2024",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs27022024.pdf,https://www.niftyindices.com/Press_Release/ind_prs27022024.pdf,2024-02-27,PDF,Meeting of the Index Maintenance Sub-Committee (Equity),False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs28022024.pdf,https://www.niftyindices.com/Press_Release/ind_prs28022024.pdf,2024-02-28,PDF,"Replacements in indices w.e.f. March 28, 2024",True,True,PARSED,68,Parsed 68 Nifty 500 event rows.
ind_prs14032024.pdf,https://www.niftyindices.com/Press_Release/ind_prs14032024.pdf,2024-03-14,PDF,"Replacements in indices w.e.f. March 28, 2024",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs19032024.pdf,https://www.niftyindices.com/Press_Release/ind_prs19032024.pdf,2024-03-19,PDF,Replacements in indices w.e.f. March 28 2024,False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs24042024.pdf,https://www.niftyindices.com/Press_Release/ind_prs24042024.pdf,2024-04-24,PDF,Replacement in indices w.e.f. April 26 2024,False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs24042024_1.pdf,https://www.niftyindices.com/Press_Release/ind_prs24042024_1.pdf,2024-04-24,PDF,"Replacement in indices w.e.f. May 03, 2024",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs22052024.pdf,https://www.niftyindices.com/Press_Release/ind_prs22052024.pdf,2024-05-22,PDF,"Replacements in indices w.e.f. May 31, 2024",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs07062024.pdf,https://www.niftyindices.com/Press_Release/ind_prs07062024.pdf,2024-06-07,PDF,Replacements in indices,False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs07062024_2.pdf,https://www.niftyindices.com/Press_Release/ind_prs07062024_2.pdf,2024-06-07,PDF,Corporate Adjustment for Sanofi India Ltd. in Nifty indices,False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs21062024_1.pdf,https://www.niftyindices.com/Press_Release/ind_prs21062024_1.pdf,2024-06-21,PDF,"Replacement in indices w.e.f. June 28, 2024",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs05072024.pdf,https://www.niftyindices.com/Press_Release/ind_prs05072024.pdf,2024-07-05,PDF,Corporate Adjustment for Raymond Ltd. in Nifty indices,False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs24072024.pdf,https://www.niftyindices.com/Press_Release/ind_prs24072024.pdf,2024-07-24,PDF,"Replacements in indices w.e.f. July 31, 2024",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs16082024.pdf,https://www.niftyindices.com/Press_Release/ind_prs16082024.pdf,2024-08-16,PDF,Meeting of the Index Maintenance Sub-Committee (Equity),False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs23082024.pdf,https://www.niftyindices.com/Press_Release/ind_prs23082024.pdf,2024-08-23,PDF,"Replacements in indices and revision in criteria w.e.f. September 30, 2024",True,True,PARSED,54,Parsed 54 Nifty 500 event rows.
ind_prs23082024_1.pdf,https://www.niftyindices.com/Press_Release/ind_prs23082024_1.pdf,2024-08-23,PDF,"Replacements in indices w.e.f. August 30, 2024",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs27082024.pdf,https://www.niftyindices.com/Press_Release/ind_prs27082024.pdf,2024-08-27,PDF,"Replacements in indices w.e.f. September 03, 2024",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs06092024.pdf,https://www.niftyindices.com/Press_Release/ind_prs06092024.pdf,2024-09-06,PDF,Corporate Adjustment for Infibeam Avenues Ltd. in Nifty indices,False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs13092024.pdf,https://www.niftyindices.com/Press_Release/ind_prs13092024.pdf,2024-09-13,PDF,"Exclusion of Raymond Lifestyle Ltd. from Nifty indices w.e.f. September 17, 2024",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs19092024.pdf,https://www.niftyindices.com/Press_Release/ind_prs19092024.pdf,2024-09-19,PDF,"Exclusion of Sanofi Consumer Healthcare India Ltd. from Nifty indices w.e.f. September 23, 2024",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs23092024.pdf,https://www.niftyindices.com/Press_Release/ind_prs23092024.pdf,2024-09-23,PDF,Replacements in indices and revision in guideline for calculation of 'Investable Weight Factor' (IWF),False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs25092024.pdf,https://www.niftyindices.com/Press_Release/ind_prs25092024.pdf,2024-09-25,PDF,Replacements in indices,False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs04102024.pdf,https://www.niftyindices.com/Press_Release/ind_prs04102024.pdf,2024-10-04,PDF,"Replacement in indices w.e.f. October 10, 2024",True,True,PARSED,2,Parsed 2 Nifty 500 event rows.
ind_prs10102024.pdf,https://www.niftyindices.com/Press_Release/ind_prs10102024.pdf,2024-10-10,PDF,"Replacement in indices w.e.f. October 16, 2024",True,True,PARSED,2,Parsed 2 Nifty 500 event rows.
ind_prs10102024_1.pdf,https://www.niftyindices.com/Press_Release/ind_prs10102024_1.pdf,2024-10-10,PDF,"Replacements in indices w.e.f. October 31, 2024",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs22112024.pdf,https://www.niftyindices.com/Press_Release/ind_prs22112024.pdf,2024-11-22,PDF,"Replacements in indices w.e.f. November 29, 2024",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs02122024_1.pdf,https://www.niftyindices.com/Press_Release/ind_prs02122024_1.pdf,2024-12-02,PDF,Corporate Adjustment for Strides Pharma Science Ltd.,False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs11122024.pdf,https://www.niftyindices.com/Press_Release/ind_prs11122024.pdf,2024-12-11,PDF,"Replacements in indices and Revision in criteria w.e.f. December 31, 2024",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs30122024.pdf,https://www.niftyindices.com/Press_Release/ind_prs30122024.pdf,2024-12-30,PDF,Corporate Adjustment for ITC Ltd. in Nifty Indices,False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs05022025_1.pdf,https://www.niftyindices.com/Press_Release/ind_prs05022025_1.pdf,2025-02-05,PDF,"Exclusion of Onesource Specialty Pharma Ltd. from Nifty indices w.e.f. February 07, 2025",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs06022025_1.pdf,https://www.niftyindices.com/Press_Release/ind_prs06022025_1.pdf,2025-02-06,PDF,"Exclusion of ITC Hotels Ltd. from Nifty indices w.e.f. February 10, 2025",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs14022025.pdf,https://www.niftyindices.com/Press_Release/ind_prs14022025.pdf,2025-02-14,PDF,Meeting of the Index Maintenance Sub-Committee (Equity),False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs18022025.pdf,https://www.niftyindices.com/Press_Release/ind_prs18022025.pdf,2025-02-18,PDF,"Replacements in indices w.e.f. February 28, 2028",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs21022025.pdf,https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,2025-02-21,PDF,"Replacements in indices w.e.f. March 28, 2025",True,True,PARSED,60,Parsed 60 Nifty 500 event rows.
ind_prs06032025.pdf,https://www.niftyindices.com/Press_Release/ind_prs06032025.pdf,2025-03-06,PDF,"Replacement in indices w.e.f. March 10, 2025",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs13032025.pdf,https://www.niftyindices.com/Press_Release/ind_prs13032025.pdf,2025-03-13,PDF,"Replacements in indices w.e.f. March 28, 2025",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs17032025.pdf,https://www.niftyindices.com/Press_Release/ind_prs17032025.pdf,2025-03-17,PDF,Replacement in indices,True,True,PARSED,2,Parsed 2 Nifty 500 event rows.
ind_prs17032025_1.pdf,https://www.niftyindices.com/Press_Release/ind_prs17032025_1.pdf,2025-03-17,PDF,"Exclusion of Odigma Consultancy Solutions Ltd. from Nifty indices w.e.f. March 19, 2025",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs02042025.pdf,https://www.niftyindices.com/Press_Release/ind_prs02042025.pdf,2025-04-02,PDF,Corporate Adjustment for Siemens Ltd. in Nifty Indices,False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs04042025_2.pdf,https://www.niftyindices.com/Press_Release/ind_prs04042025_2.pdf,2025-04-04,PDF,"Replacement in indices w.e.f. April 11, 2025",True,True,PARSED,2,Parsed 2 Nifty 500 event rows.
ind_prs21042025.pdf,https://www.niftyindices.com/Press_Release/ind_prs21042025.pdf,2025-04-21,PDF,Corporate Adjustment for Sterlite Technologies Ltd. in Nifty Indices,False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs21042025_1.pdf,https://www.niftyindices.com/Press_Release/ind_prs21042025_1.pdf,2025-04-21,PDF,"Replacements in indices w.e.f. April 30, 2025",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs09052025.pdf,https://www.niftyindices.com/Press_Release/ind_prs09052025.pdf,2025-05-09,PDF,Corporate Action Adjustment for Raymond Ltd. in Nifty indices,False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs19052025.pdf,https://www.niftyindices.com/Press_Release/ind_prs19052025.pdf,2025-05-19,PDF,Corporate Action Adjustment for Aditya Birla Fashion and Retail Ltd. in Nifty indices,False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs06062025.pdf,https://www.niftyindices.com/Press_Release/ind_prs06062025.pdf,2025-06-06,PDF,"Replacements in indices w.e.f. June 30, 2025",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs25062025_2.pdf,https://www.niftyindices.com/Press_Release/ind_prs25062025_2.pdf,2025-06-25,PDF,"Exclusion of Siemens Energy India Ltd. and Aditya Birla Lifestyle Brands Ltd. w.e.f. June 27, 2025",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs08072025.pdf,https://www.niftyindices.com/Press_Release/ind_prs08072025.pdf,2025-07-08,PDF,"Exclusion of Raymond Realty Ltd. from Nifty indices w.e.f. July 10, 2025",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs24072025.pdf,https://www.niftyindices.com/Press_Release/ind_prs24072025.pdf,2025-07-24,PDF,"Replacements in indices w.e.f. July 31, 2025",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs14082025.pdf,https://www.niftyindices.com/Press_Release/ind_prs14082025.pdf,2025-08-14,PDF,Meeting of the Index Maintenance Sub-Committee (Equity),False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs22082025.pdf,https://www.niftyindices.com/Press_Release/ind_prs22082025.pdf,2025-08-22,PDF,"Replacements in indices w.e.f. September 30, 2025",True,True,PARSED,36,Parsed 36 Nifty 500 event rows.
ind_prs22082025_1.pdf,https://www.niftyindices.com/Press_Release/ind_prs22082025_1.pdf,2025-08-22,PDF,"Replacements in indices w.e.f. August 29, 2025",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs15092025.pdf,https://www.niftyindices.com/Press_Release/ind_prs15092025.pdf,2025-09-15,PDF,"Replacements in indices w.e.f. September 30, 2025",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs15092025_1.pdf,https://www.niftyindices.com/Press_Release/ind_prs15092025_1.pdf,2025-09-15,PDF,"Replacements in indices w.e.f. September 23, 2025",True,True,PARSED,2,Parsed 2 Nifty 500 event rows.
ind_prs22092025.pdf,https://www.niftyindices.com/Press_Release/ind_prs22092025.pdf,2025-09-22,PDF,"Exclusion of STL Networks Ltd. w.e.f. September 24, 2025",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs07102025.pdf,https://www.niftyindices.com/Press_Release/ind_prs07102025.pdf,2025-10-07,PDF,Corporate Adjustment for Tata Motors Ltd. in Nifty Indices,False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs10102025.pdf,https://www.niftyindices.com/Press_Release/ind_prs10102025.pdf,2025-10-10,PDF,Corporate Adjustment for SKF India Ltd. in Nifty Indices,False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs17102025.pdf,https://www.niftyindices.com/Press_Release/ind_prs17102025.pdf,2025-10-17,PDF,"Replacements in indices w.e.f. October 31, 2025",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs20102025.pdf,https://www.niftyindices.com/Press_Release/ind_prs20102025.pdf,2025-10-20,PDF,"Replacement in indices w.e.f. October 28, 2025",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs07112025.pdf,https://www.niftyindices.com/Press_Release/ind_prs07112025.pdf,2025-11-07,PDF,Corporate Action adjustment for Allcargo Logistics Ltd. in Nifty Indices,False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs13112025.pdf,https://www.niftyindices.com/Press_Release/ind_prs13112025.pdf,2025-11-13,PDF,"Exclusion of Tata Motors Ltd. (formerly known as TML Commercial Vehicles Ltd.) w.e.f. November 17, 2025",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs17112025_1.pdf,https://www.niftyindices.com/Press_Release/ind_prs17112025_1.pdf,2025-11-17,PDF,"Replacements in indices w.e.f. November 28, 2025",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs26112025.pdf,https://www.niftyindices.com/Press_Release/ind_prs26112025.pdf,2025-11-26,PDF,"Exclusion of Advent Hotels International Ltd. from Nifty indices w.e.f. November 28, 2025",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs28112025.pdf,https://www.niftyindices.com/Press_Release/ind_prs28112025.pdf,2025-11-28,PDF,Corporate Action Adjustment for Hindustan Unilever Ltd. in Nifty Indices,False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs01122025.pdf,https://www.niftyindices.com/Press_Release/ind_prs01122025.pdf,2025-12-01,PDF,Revision in criteria for Nifty Indices and inclusions in Nifty Bank index,False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs11122025.pdf,https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,2025-12-11,PDF,"Replacements in indices w.e.f. December 31, 2025",True,True,PARSED,2,Parsed 2 Nifty 500 event rows.
ind_prs11122025_1.pdf,https://www.niftyindices.com/Press_Release/ind_prs11122025_1.pdf,2025-12-11,PDF,"Exclusion of SKF India (Industrial) Ltd. from Nifty Indices w.e.f. December 15, 2025",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs23122025.pdf,https://www.niftyindices.com/Press_Release/ind_prs23122025.pdf,2025-12-23,PDF,"Replacement in indices w.e.f. December 26, 2025",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs20012026_2.pdf,https://www.niftyindices.com/Press_Release/ind_prs20012026_2.pdf,2026-01-20,PDF,"Replacement in indices w.e.f. January 30, 2026",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs16022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs16022026.pdf,2026-02-16,PDF,Meeting of the Index Maintenance Sub-Committee (Equity),False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs20022026_1.pdf,https://www.niftyindices.com/Press_Release/ind_prs20022026_1.pdf,2026-02-20,PDF,Exclusion of Kwality Wall's (India) Ltd. from Nifty Indices,False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs20022026_2.pdf,https://www.niftyindices.com/Press_Release/ind_prs20022026_2.pdf,2026-02-20,PDF,"Replacements in indices w.e.f. February 27, 2026",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,2026-02-23,PDF,"Replacements in indices w.e.f. March 30, 2026",True,True,PARSED,62,Parsed 62 Nifty 500 event rows.
ind_prs12032026.pdf,https://www.niftyindices.com/Press_Release/ind_prs12032026.pdf,2026-03-12,PDF,Revision in Criteria and replacements in indices,False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs23042026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23042026.pdf,2026-04-23,PDF,"Corporate Adjustment for Vedanta Ltd. and Replacement in Nifty Indices w.e.f. April 30, 2026",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs04052026.pdf,https://www.niftyindices.com/Press_Release/ind_prs04052026.pdf,2026-05-04,PDF,"Replacement in indices w.e.f. May 12, 2026",True,True,PARSED,2,Parsed 2 Nifty 500 event rows.
